user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
Dean Winchester,2 months ago,1561467911051,"Seu uso de tela esta 6% a bosta do meu ta 14% esta descarregando muito rapido comprei uma bateria nova ontem ,sera que é algum problema no celular ?",1,false,0,,,,,
Maria Sthefany,2 months ago,1561467911053,O meu quando chega em 10% as vezes eu desligo quando olho tá em 5%,1,false,0,,,,,
Otávio Silva de Oliveira,2 months ago,1561467911055,O meu celular tem que viver no carregador senão não consigo entrar em nada 😣😣,1,true,2,,,,,
,,,,,,,愛Zнеи歴書,2 months ago,1561467911424,Nossa⚠️⚠️⚠️,1
,,,,,,,Maria Sthefany,2 months ago,1561467911426,Ta viciado,0
victor evangelista,2 months ago,1561467911057,O meu descarrega por segundos,1,false,0,,,,,
Breno Gamer027,2 months ago,1561467911060,Minha tela consome 50%,1,true,1,,,,,
,,,,,,,Maria Sthefany,2 months ago,1561467911430,Mds,0
Ezequiel Nascimento,2 months ago,1561467912256,oi,0,false,0,,,,,
VICTOR GAMES,2 months ago,1561467912258,Tenho uma bateria 3000 ele descarrego em 5 hora jogando jogos pesado pubg tá normal ?,3,true,4,,,,,
,,,,,,,Davi Brasil,2 months ago,1561467912625,Tá normal cara o meu eu vou jogar Mario descarrega em 40 minutos ksksksksksksk,1
,,,,,,,VICTOR GAMES,2 months ago,1561467912627,@Davi Brasil e pq comprei ele usando aí queria saber se a bateria tava boa obg pela atenção rs,0
,,,,,,,Me ensinou,2 months ago,1561467912629,Sim está super normal Victor !,1
,,,,,,,VICTOR GAMES,2 months ago,1561467912630,@Me ensinou obg,0
Michael Daimont,2 months ago,1561467912260,Gostei da música,2,false,0,,,,,
Ellen Barbosa,2 months ago,1561467912263,O meu é a tela,0,false,0,,,,,
Carla Souza,2 months ago,1561467912272,Obrigada ❤❤❤,1,false,0,,,,,
Bigo Niquetes,2 months ago,1561467912274,QUEREM UM DICA BAIXEM O APP GREENIFY NA GOOGLEPLAY ELE FORÇA PARADA DOS APLICATIVOS EM SEGUNDO PLANO É MUITO BOM! RCOMENDO USO ELE MEU CELULAR TA REDENDO 60% MAIA  BATERIA FECHANDO OS APP QUE NAO USO NO MOMENTO ELE FORCA PARADA AUTOMATICAMENTE DOS APP QUE TA NA LISTA É MUITO  BOM,1,true,2,,,,,
,,,,,,,V1ctor :3,2 months ago,1561467912613,"O meu tá carregando muito rápido e descarregando muito rápido, gasta 3% em 1 minuto me ajuda",1
,,,,,,,King of Hell.,2 months ago,1561467912615,"O meu tá horrível, vou baixar esse app e parar de assistir algumas coisas no Google, isso deve estar contribuindo. Tenho antivirus.",0
Silvio Angelo,3 months ago,1558789512277,Tenho que desligar o celular pra durar mais a bateria,2,false,0,,,,,
Robson Galego,3 months ago,1558789512279,Minha tela ta gastando 46% e ta tudo no minimo,1,false,0,,,,,
kauã felipe,3 months ago,1558789512281,O seu celular tá 58% e fala que tem 6 horas restante o meu 87 e fala que tem quatro restantes... E também é da Motorola......dá vontade de tacar na parede depois por fogo e depois pisar 😠😤😠😤,1,true,2,,,,,
,,,,,,,Me ensinou,3 months ago,1558789512581,"O meu era o moto g5s , qual é no seu? A capacidade da bateria muda de acordo com o modelo do aparelho, quanto mais antigo o celular menos bateria costuma ter",0
,,,,,,,kauã felipe,2 months ago,1561467912583,"@Me ensinou O meu é o,moto E4",0
Chagas Sousa,3 months ago,1558789512283,"Mas isso não resolve nada, porque eu faço isso, quando volta lá tá do mesmo jeito.",0,false,0,,,,,
Mateus Moraes,3 months ago,1558789512285,"O CARA ENSINA BEM E TALS 
 E VEM UM POVO BESTA DIZENDO QUE O CARA ENROLA DE MAIS, O VÍDEO NÃO DÁ NEM 4 MINUTOS,  EUEIM, ÓTIMA EXPLICAÇÃO",4,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789512605,Valeu Mateus! Muito obrigado pelo reconhecimento! Tmj,0
Rikka Chan,3 months ago,1558789512288,"Meu j8  caiu no chão depois da queda percebi q a bateria dele tá durando bem menos,oq devo fazer alguém sabe  como me ajudar.... obrigada",0,false,0,,,,,
Anderson da Silva e Silva,3 months ago,1558789512290,Não resolveu demora pra recarregar e rápido pra descarregar,0,false,0,,,,,
Mateus Rodrigues,3 months ago,1558789512292,Minha Tela Ta 60%,0,false,0,,,,,
GRANDE VITOR,3 months ago,1558789512294,Minha tela está pegando 116% não tem como Ari isso já tentei,4,false,0,,,,,
Alan Avelino,3 months ago,1558789512296,e se minha tela usa 13%?,0,false,0,,,,,
Luiza Lopes,3 months ago,1558789512298,Meu celular ta recarregando no 50,1,false,0,,,,,
Nario Mendonça,3 months ago,1558789512300,"Meu j7 pro ta descarregando muito rápido, e foi dps que ele tinha quebrado e passou uns três meses sem gastar bateria,e eu vim conserta agora.",1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789512575,"Neste tempo a bateria pode ser sido danificada, veja a saúde da sua bateria e veja dicas pra reduzir o consumo com este outro vídeo https://youtu.be/BgLVB8QZ0_E",0
Maluco Doido,3 months ago,1558789512304,"cara, suas explicações são muito boas e claras, foda é este tema musical IRRITANTE! não granve nada com BG tão alto, mata seu vídeo! abçs e valeu!",4,true,2,,,,,
,,,,,,,Me ensinou,3 months ago,1558789512590,"Valeu cara, muito obrigado pelo elogio e pelo conselho ! Abraços !",1
,,,,,,,MUITO LOKO RITS,2 months ago,1561467912592,Nada gistei da musica de fundo seu lixo ficou top,0
Cristianobispo Lima,3 months ago,1558789512307,Parabéns muito obrigado,1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789512569,Muito obrigado! Não esqueça de se inscrever no canal !,0
Lucas Luz,3 months ago,1558789513378,O meu descarregou enquanto eu assistia esse video.,0,false,0,,,,,
Raphaella Rodriguez,3 months ago,1558789513386,A minha tela ta gastando 46%,1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513766,"Coloque a tela com o brilho automático e use fundos escuros pra ajudar, siga estas outras dicas que vai ajudar também https://youtu.be/BgLVB8QZ0_E",0
hanglei ziktnel,3 months ago,1558789513389,"Bem explicado, parabéns !",1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513774,Muito obrigado hanglei!!,0
Łuciano PŁ,3 months ago,1558789513392,A luz da minha tela fica sempre escura mesmo assim tá dando 46%,1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513826,"Fica sempre no mais escuro? Pode usar brilho automatico que ajuda também e fundos de tela escuros , mas a tela gasta muito mesmo",0
Dah Gonçalves,3 months ago,1558789513395,"O meu acho que oq está comendo a bateria é o celula em espera pois está em primeiro com 24% e meu celular está descarregando mt rápido, oq devo fzr?",1,true,2,,,,,
,,,,,,,NJR10,3 months ago,1558789513788,Tbm estou com dúvida nisso,1
,,,,,,,Me ensinou,3 months ago,1558789513789,"Então, o celular em espera é problema no sinal do celular, quando o sinal tá fraco ele usa bateria pra tentar aumentar. Tente ficar no modo avião em lugares sem sinal pode ajudar e siga as dicas deste outro vídeo também https://youtu.be/BgLVB8QZ0_E",1
Cadu,3 months ago,1558789513397,Manooooooooooo a minha tela tá 55% gastando;-;,1,true,1,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513806,"É mano, a tela gasta muito mesmo, experimente deixar o brilho automático e usar plano de fundo escuro vai ajudar já ! Veja dicas neste outro vídeo também https://youtu.be/BgLVB8QZ0_E",0
Cezildo Sandoval,3 months ago,1558789513400,"Esses aplicativos que aparecem, não quer dizer que estão em  uso, é apenas um relatório de quanto tempo cada aplicativo foi utilizado  desde última carga. Para saber quais realmente estão em execução, é só ir em ""aplicativos em execução"".",7,true,1,,,,,
,,,,,,,Wandersom wandersom,1 month ago,1564059913770,Vatuma nucu,0
Paulo Victor Oliveira,3 months ago,1558789513403,"Acordei: 100%
Levantei: 50%
Peguei o Celular: 25%
Entrei no App: 0%",444,true,34,,,,,
,,,,,,,Crhis Sacramento,3 months ago,1558789513889,Kkkkkkkkkk,4
,,,,,,,Nickzinho ́ ́,3 months ago,1558789513891,Kkk,4
,,,,,,,nataniel andrade,3 months ago,1558789513894,E desse jeito,7
,,,,,,,Gina Santos Ferreira,3 months ago,1558789513896,O meu ta desse jeito menos de um mês de uso,6
,,,,,,,Paulo Victor Oliveira,3 months ago,1558789513899,@Gina Santos Ferreira acho que até descarregou depois de ter mandado essa mensagem,3
,,,,,,,NICOLAS JOSÉ,2 months ago,1561467913902,"Tirei meu celular pra carregar: 100%
Entrei no YouTube :30%
Apertei nesse vídeo :15%
Começou o video :0%",6
,,,,,,,Otávio Silva de Oliveira,2 months ago,1561467913904,O meu também tá assim 👌👌😠😠😠,1
,,,,,,,LuuK F. TREM BALA,2 months ago,1561467913907,Bem Isso Mané😹😹,1
,,,,,,,SEM SORTE,2 months ago,1561467913909,kkk,0
,,,,,,,Davi Brasil,2 months ago,1561467913911,Assim mesmo kkkkkkkkkk,0
,,,,,,,Marina 355,2 months ago,1561467914389,Kkkk,0
,,,,,,,Thalyta Ribeiro,2 months ago,1561467914391,Bem assim kkkkk,0
,,,,,,,PÄŮŁØ ŤÏJØŁÏÑ,2 months ago,1561467914392,Carai Borracha mano rsrsrsrsrsr o celular ta ➕ viciado que zé droguinha🚭🚭,1
,,,,,,,Wadila Andrade,2 months ago,1561467914394,O meu tá 100 quando vou ver 97 que metade da um descosto,2
,,,,,,,Thalyta Ribeiro,2 months ago,1561467914396,"@Wadila Andrade O meu tá assim tbm, uma merda issuh cara",0
,,,,,,,Wadila Andrade,2 months ago,1561467914397,@Thalyta Ribeiro só não jogo fora porque não tenho dinheiro pra comprar kkkk se boa eu pegava um martela o dizia isso é a raiva que tu me vez quebrava pedacinho por pedacinho,1
,,,,,,,Thalyta Ribeiro,2 months ago,1561467914399,"@Wadila Andrade Kkkkk, mano mais tipo assim, cê ta lgd q issuh é a bateria neh? E não o celular, só não compro uma bateria nova porque no momento não tenho dinheiro pra comprar kkkk se não comprava",0
,,,,,,,SAO RAIMUNDO MIL GRAU,2 months ago,1561467914401,"Mano  el tava jogando  RAM kiada  no  fifai  i meu  selula  descarrego  muito  rápido 
Tava com 25% i me nos de 1 cigumdo meu delular  de. Caregi",0
,,,,,,,Wadila Andrade,2 months ago,1561467914403,@Thalyta Ribeiro pior o problema né nem o celular celular também porque é ruim mais compra bateria seria mais fácil né ? Mais eu tenho medo porque as vezes vai que não não é original e não  certo,0
,,,,,,,Thalyta Ribeiro,2 months ago,1561467914405,@Wadila Andrade Vdd,0
,,,,,,,Ériikah castro,2 months ago,1561467914407,"Kkk tem cll que quando chega em 15% demora uma eternidade pra desacarregar , o meu è bato os olhos e ja ta em 1 %😔",1
,,,,,,,Wadila Andrade,2 months ago,1561467914408,@Ériikah castro pior o do meu primo demora um século já um meu o tava em cem só porque respondi teu cometário tá em 96 que merda,0
,,,,,,,Best of me,1 month ago,1564059914410,Affs dá uma raiva,2
,,,,,,,Andressa Pereira Bispo,1 month ago,1564059914412,@NICOLAS JOSÉ o meu ta assim,1
,,,,,,,Bernardo Barrozo,1 month ago,1564059914413,"Asegurei meu cll 100% 
Liguei 95%
Coloquei no free fire 70%
Comecei a jogar60% e se desligou",2
,,,,,,,joseany Sillva,1 month ago,1564059914415,Kkkkkkkkkkk,1
,,,,,,,Mateus Mateus,1 month ago,1564059914417,Por isso computador e melhor,0
,,,,,,,SubMundo,1 month ago,1564059914419,"agora o meu ta assim 



Peguei o celular : 0%
Entrei no App: 25%
Levantei : 50%
Acordei(tava sonhando): 100%",0
,,,,,,,Mauro António,3 weeks ago,1564923914420,kkkkkkkkkkkk,0
,,,,,,,maria flaviana,3 weeks ago,1564923914422,Kkkk,0
,,,,,,,Rayanne Ester,2 weeks ago,1565528714424,É assim o meu kkk,0
,,,,,,,Gislainny Carvalho,2 weeks ago,1565528714431,Nvs Essa desgrama,0
,,,,,,,May Kook,1 week ago,1566133514433,Kkkkkkk,0
,,,,,,,Daniel Carlos de Oliveira,2 days ago,1566565514435,Kkkk,0
cristiano silva,3 months ago,1558789513406,A minha ta tão viciada quer ja virou traficante,2,true,2,,,,,
,,,,,,,8D AUDIO TUNE,3 months ago,1558789513750,A minha também,1
,,,,,,,Me ensinou,3 months ago,1558789513753,"Pessoal, vejam nesse outro vídeo a saúde da bateria e sigam as dicas para ajudar https://youtu.be/BgLVB8QZ0_E , mas quando a bateria está viciada só trocando a bateria mesmo em uma assistência 🔋",0
Renata Campos,3 months ago,1558789513409,"O meu a tela está em 11% de consumo, sendo que coloquei no brilho adaptável na esperança de otimizar a bateria. Agora fiquei perdida.",1,true,2,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513796,"11% é um consumo até bom para o brilho, use plano de fundo escuro que ajuda também. Temos mais dicas neste outro vídeo também https://youtu.be/BgLVB8QZ0_E",0
,,,,,,,Renata Campos,3 months ago,1558789513798,@Me ensinou obrigada!! 🤣,0
Kings Gamer,3 months ago,1558789513412,Comecei o video em 60% terminei em 45%,1,true,2,,,,,
,,,,,,,Me ensinou,3 months ago,1558789513819,Estava no 3g ? Ou no wi-fi ? O brilho estava alto? Tudo isso gasta muita bateria mesmo,0
,,,,,,,Kings Gamer,3 months ago,1558789513821,@Me ensinou A bateria tava viciada eu troquei ela e agora ta normal,0
KETHELYN BR,4 months ago,1556197513415,#quelegalvoutentarfaseromesmo,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513758,Faz sim e tenta este outro método também que ajuda https://youtu.be/BgLVB8QZ0_E,0
KETHELYN BR,4 months ago,1556197513417,#quelegalvoutentarfaseromesmo,1,false,0,,,,,
Anderson Wellington,4 months ago,1556197513419,"Tem que mudar o título para:PARA A EXECUÇÃO DE APLICATIVOS QUE DESCAREGAM A BATERIA RÁPIDO
esse Título:Bateria do celular descarregando rápido - Como resolver =PARA CELULARES QUE REALMENTE ESTÃO DESCARREGANDO RÁPIDO SEM APLICATIVOS EM EXECUÇÃO!!!",0,false,0,,,,,
caio games,4 months ago,1556197513421,O meu descarrega por minuto,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513782,Quanto por minuto ? Quanto tempo ele dura mais ou menos no dia ? Teste estas outras dicas aqui também https://youtu.be/BgLVB8QZ0_E,0
Sanny Pereira,4 months ago,1556197513424,"Meu celular estava normal, e quando eu estava assistindo vídeo no YouTube a voz das pessoas começou a ficar travada, e mesmo depois de fechar o aplicativo, o celular desligou e não queria ligar mais, eu coloquei ele no carregador e começou a carregar do zero, mas é estranho  porque quando desligou tava no 55% e depois de carregar, eu tiro o carregador e já está 98% e diminui muito rápido. Alguém me ajuda por favor",1,true,2,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513812,"Muito estranho, parece que tem algum curto na sua placa e pode ser na bateria, isto é bem perigoso até, aconselho levar em alguma assistência técnica",1
,,,,,,,Sanny Pereira,4 months ago,1556197513813,"Sim, vou levar para ver o que está  acontecendo.",0
Nycolas 227,4 months ago,1556197513426,O meu celular em espera ta comendo 36% da minha bateria é o sistema Android 32% como eu resolvo?,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513737,"Esse uso grande é por conta provavelmente de falta de sinal ou muita coisa rodando em segundo plano, veja se fica muito tempo sem sinal e siga essas outras dicas sobre o os aplicativos https://youtu.be/BgLVB8QZ0_E",0
Joao paulo de santana paranhos Santana,4 months ago,1556197513429,meu celular demora 9 minutos para descarregar 1℅,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513762,"Se estiver com internet ligada e em uso constante é normal, caso contrário o uso tá alto, veja o estado da bateria com este outro vídeo https://youtu.be/BgLVB8QZ0_E",0
Wedson #Dublagens/Memes/Parodias,4 months ago,1556197513431,Noss amigo seu fundo tá muito alto. Não estou conseguindo acompanhar direito a sua fala,2,false,0,,,,,
Ana Clara Nascimento,4 months ago,1556197513433,"Manoo a tela do meu tava usando 62% da bateria ,como faço pra consertar?",1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197513802,"Você deve abaixar o seu brilho e deixar ele no automático, usar imagens de telas com fundo escuro também ajuda",0
tio El Hermano,4 months ago,1556197515236,O meu as vezes ele dá 1% ao invés de 15%,0,false,0,,,,,
Silvia Maria,4 months ago,1556197515239,"Eu tenho um aparelho samsung há 6 meses,há 2 dias fiz uma atualização de software, é a bateria está descarregando muito rápido, até no carregador,escrevendo essa mensagem,descarregou 50%,socorrooo",1,true,1,,,,,
